id,processed_url,score_F1A,score_F1B,score_F2A,score_F2B,score_A1.1,score_A1.2,score_I1,score_I2,score_I3,score_R1.1,score_R1.2,score_R1.3,total_F,total_A,total_I,total_R,score_total
statusnet-kenzoid-com,https://lod-cloud.net/dataset/statusnet-kenzoid-com,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-panda-id-au,https://lod-cloud.net/dataset/statusnet-panda-id-au,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-qth-fr,https://lod-cloud.net/dataset/statusnet-qth-fr,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-equestriarp-net,https://lod-cloud.net/dataset/statusnet-equestriarp-net,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-thornton2-com,https://lod-cloud.net/dataset/statusnet-thornton2-com,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
sears,https://lod-cloud.net/dataset/sears,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
statusnet-alexandrefranke-com,https://lod-cloud.net/dataset/statusnet-alexandrefranke-com,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-kaimi-cc,https://lod-cloud.net/dataset/statusnet-kaimi-cc,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-lebsanft-org,https://lod-cloud.net/dataset/statusnet-lebsanft-org,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-schiessle-org,https://lod-cloud.net/dataset/statusnet-schiessle-org,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-maymay-net,https://lod-cloud.net/dataset/statusnet-maymay-net,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-spraci-org,https://lod-cloud.net/dataset/statusnet-spraci-org,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-tl1n-com,https://lod-cloud.net/dataset/statusnet-tl1n-com,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-exdc-net,https://lod-cloud.net/dataset/statusnet-exdc-net,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-datenfahrt-org,https://lod-cloud.net/dataset/statusnet-datenfahrt-org,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-otbm-fr,https://lod-cloud.net/dataset/statusnet-otbm-fr,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-cooleysekula-net,https://lod-cloud.net/dataset/statusnet-cooleysekula-net,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-dtdns-net,https://lod-cloud.net/dataset/statusnet-dtdns-net,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-glou-org,https://lod-cloud.net/dataset/statusnet-glou-org,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-m-kuttner-com,https://lod-cloud.net/dataset/statusnet-m-kuttner-com,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-uni-siegen-de,https://lod-cloud.net/dataset/statusnet-uni-siegen-de,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-ludost-net,https://lod-cloud.net/dataset/statusnet-ludost-net,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
vivo,https://lod-cloud.net/dataset/vivo,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
statusnet-mulestable-net,https://lod-cloud.net/dataset/statusnet-mulestable-net,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
nextweb-gnoss,https://lod-cloud.net/dataset/nextweb-gnoss,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
socialsemweb-thesaurus,https://lod-cloud.net/dataset/socialsemweb-thesaurus,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
statusnet-johndrinkwater-name,https://lod-cloud.net/dataset/statusnet-johndrinkwater-name,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
SocialLink,https://lod-cloud.net/dataset/SocialLink,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
statusnet-integralblue-com,https://lod-cloud.net/dataset/statusnet-integralblue-com,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
statusnet-my-status-tk,https://lod-cloud.net/dataset/statusnet-my-status-tk,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
miguiadeviajes-gnoss,https://lod-cloud.net/dataset/miguiadeviajes-gnoss,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
dbpedia,https://lod-cloud.net/dataset/dbpedia,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
interactivemaps-gnoss,https://lod-cloud.net/dataset/interactivemaps-gnoss,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
didactalia,https://lod-cloud.net/dataset/didactalia,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
flickr-wrappr,https://lod-cloud.net/dataset/flickr-wrappr,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
revyu,https://lod-cloud.net/dataset/revyu,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
https:www.childrensartmuseum.grLD-project,https://lod-cloud.net/dataset/https:www.childrensartmuseum.grLD-project,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
wikidata,https://lod-cloud.net/dataset/wikidata,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
rubenverborgh,https://lod-cloud.net/dataset/rubenverborgh,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
red-uno-internacional-santillana,https://lod-cloud.net/dataset/red-uno-internacional-santillana,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
abc,https://lod-cloud.net/dataset/abc,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
ineverycrea,https://lod-cloud.net/dataset/ineverycrea,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
ineverycrea-argentina,https://lod-cloud.net/dataset/ineverycrea-argentina,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
ASCDC-Qing-Secret-Societies,https://lod-cloud.net/dataset/ASCDC-Qing-Secret-Societies,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
ASCDC-DQOT,https://lod-cloud.net/dataset/ASCDC-DQOT,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
ASCDC_-_DNB,https://lod-cloud.net/dataset/ASCDC_-_DNB,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
green-competitiveness-gnoss,https://lod-cloud.net/dataset/green-competitiveness-gnoss,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
aegp-spanish-textile-and-clothing-association,https://lod-cloud.net/dataset/aegp-spanish-textile-and-clothing-association,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
rism,https://lod-cloud.net/dataset/rism,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
cpv-2008,https://lod-cloud.net/dataset/cpv-2008,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
naics-2012,https://lod-cloud.net/dataset/naics-2012,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
openlinksw-dataspaces,https://lod-cloud.net/dataset/openlinksw-dataspaces,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
semanlink,https://lod-cloud.net/dataset/semanlink,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
apache,https://lod-cloud.net/dataset/apache,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
prefix-cc,https://lod-cloud.net/dataset/prefix-cc,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
semanticweb-org,https://lod-cloud.net/dataset/semanticweb-org,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
typepad,https://lod-cloud.net/dataset/typepad,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
wordpress,https://lod-cloud.net/dataset/wordpress,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
myopenlink-dataspaces,https://lod-cloud.net/dataset/myopenlink-dataspaces,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
universidad-de-cuenca-linkeddata,https://lod-cloud.net/dataset/universidad-de-cuenca-linkeddata,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
deustotech,https://lod-cloud.net/dataset/deustotech,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
dblp-deusto-gnoss,https://lod-cloud.net/dataset/dblp-deusto-gnoss,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
deustoentrepreneurship,https://lod-cloud.net/dataset/deustoentrepreneurship,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
yovisto,https://lod-cloud.net/dataset/yovisto,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
utpl-lod,https://lod-cloud.net/dataset/utpl-lod,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
berlios,https://lod-cloud.net/dataset/berlios,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,4
linkedmarkmail,https://lod-cloud.net/dataset/linkedmarkmail,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
rdfohloh,https://lod-cloud.net/dataset/rdfohloh,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
roceeh-road,https://lod-cloud.net/dataset/roceeh-road,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
elviajero,https://lod-cloud.net/dataset/elviajero,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
ce4r,https://lod-cloud.net/dataset/ce4r,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
newborn-photography-maternity-photoshoot-shivani-goyal,https://lod-cloud.net/dataset/newborn-photography-maternity-photoshoot-shivani-goyal,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
prospects-and-trends-gnoss,https://lod-cloud.net/dataset/prospects-and-trends-gnoss,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
gnoss-com-a-social-and-semantic-platform,https://lod-cloud.net/dataset/gnoss-com-a-social-and-semantic-platform,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
museosespania-gnoss,https://lod-cloud.net/dataset/museosespania-gnoss,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
ichoose,https://lod-cloud.net/dataset/ichoose,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
ASCDC_-_CCP_Archive,https://lod-cloud.net/dataset/ASCDC_-_CCP_Archive,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
ASCDC-IHP-WCD,https://lod-cloud.net/dataset/ASCDC-IHP-WCD,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
ASCDC-_NTM-Formosan-Aborigines,https://lod-cloud.net/dataset/ASCDC-_NTM-Formosan-Aborigines,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
AntiqueCarsCollection,https://lod-cloud.net/dataset/AntiqueCarsCollection,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
twarql,https://lod-cloud.net/dataset/twarql,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
the-living-lod-cloud,https://lod-cloud.net/dataset/the-living-lod-cloud,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
proyectoapadrina,https://lod-cloud.net/dataset/proyectoapadrina,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
ASCDC-Linked-Taiwan-Artists,https://lod-cloud.net/dataset/ASCDC-Linked-Taiwan-Artists,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
garnicaplywood,https://lod-cloud.net/dataset/garnicaplywood,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
my-experiment,https://lod-cloud.net/dataset/my-experiment,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
artenuevosmedios-gnoss,https://lod-cloud.net/dataset/artenuevosmedios-gnoss,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
biblioteca-escolar-digital-cita,https://lod-cloud.net/dataset/biblioteca-escolar-digital-cita,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
open-data-risp,https://lod-cloud.net/dataset/open-data-risp,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
Swift,https://lod-cloud.net/dataset/Swift,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
npm,https://lod-cloud.net/dataset/npm,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
klappstuhlclub,https://lod-cloud.net/dataset/klappstuhlclub,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
my-family-lineage,https://lod-cloud.net/dataset/my-family-lineage,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
arthroscopy,https://lod-cloud.net/dataset/arthroscopy,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
athelia-rfid,https://lod-cloud.net/dataset/athelia-rfid,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
greekchildrensartmuseum,https://lod-cloud.net/dataset/greekchildrensartmuseum,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
lotico,https://lod-cloud.net/dataset/lotico,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
PREJUST4WOMAN_PROJECT,https://lod-cloud.net/dataset/PREJUST4WOMAN_PROJECT,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
john-goodwins-family-tree,https://lod-cloud.net/dataset/john-goodwins-family-tree,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
rubentaelman,https://lod-cloud.net/dataset/rubentaelman,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
ASCDC-AS-NTUE-School-Art-Textbooks,https://lod-cloud.net/dataset/ASCDC-AS-NTUE-School-Art-Textbooks,2,0,2,2,2,0,2,2,0,0,2,2,6,2,4,4,16
upper-ontology,https://lod-cloud.net/dataset/upper-ontology,2,0,2,2,2,0,2,2,2,0,2,2,6,2,6,4,18
